Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon
1361,A1,1,17,20.465747,-98.173812
1362,A1,1,13,20.462551,-98.190426
1363,A1,1,2,20.5212,-98.1745
1364,A1,1,35,20.550306,-98.135296
1365,A1,2,16.5,20.484837,-98.142592
1366,A1,1,2,20.47608,-98.234967
1367,A1,1,2,20.537818,-98.181008
1368,A1,1,2,20.506776,-98.189115
1369,A1,1,6,20.514599,-98.185556
1370,A1,1,2,20.452425,-98.220003
1371,A1,1,3,20.48224,-98.200374
1372,A1,1,42,20.571033,-98.132208
1373,A1,1,4,20.543328,-98.1359
1374,A1,1,2,20.480065,-98.252635
1375,A1,1,34,20.562642,-98.134392
1376,A1,1,2,20.505607,-98.197749
1377,A1,1,1,20.526038,-98.153516
1378,A1,1,7,20.511776,-98.206115
1379,A1,1,4,20.484909,-98.132259
1380,A1,1,2,20.482415,-98.170642
1381,A1,1,91,20.524058,-98.124903
1382,A1,1,2,20.516067,-98.206196
1383,A1,1,6,20.472579,-98.164884
1384,A1,1,47,20.484563,-98.1675
1385,A1,1,5,20.538898,-98.146566
1386,A1,1,11,20.452107,-98.162269
1387,A1,1,22,20.486801,-98.186778
1388,A1,1,1,20.456393,-98.150191
1389,A1,1,2,20.553854,-98.195035
1390,A1,1,0,20.515554,-98.231509
1391,A1,1,6,20.484753,-98.191092
1392,A1,1,13,20.456399,-98.136075
1393,A1,1,98,20.504592,-98.218183
1394,A1,1,3,20.509098,-98.211881
1395,A1,1,14,20.519726,-98.161209
1396,A1,1,7,20.483657,-98.182916
1397,A1,1,2,20.491467,-98.276777
1398,A1,1,8,20.56106,-98.12987
1399,A1,1,11,20.462792,-98.176498
1400,A1,1,13,20.581852,-98.135982
1401,A1,1,7,20.487593,-98.192039
1402,A1,1,8,20.528645,-98.13791
1403,A1,1,2,20.545693,-98.145863
1404,A1,1,5,20.469285,-98.264725
1405,A1,1,4,20.479997,-98.137621
1406,A1,1,2,20.515871,-98.211813
1407,A1,2,3,20.485789,-98.139971
1408,A1,1,13,20.541308,-98.183372
1409,A1,1,2,20.475849,-98.162065
1410,A1,1,32,20.537406,-98.158847
1411,A1,1,2,20.503785,-98.209783
1412,A1,1,10,20.570235,-98.139728
1413,A1,1,5,20.52664,-98.155706
1414,A1,1,6,20.544633,-98.172358
1415,A1,1,2,20.487549,-98.193208
1416,A1,1,2,20.508864,-98.280845
1417,A1,1,28,20.480739,-98.235695
1418,A1,1,7,20.488786,-98.141555
1419,A1,1,11,20.488551,-98.265032
1420,A1,1,2,20.476933,-98.205095
1421,A1,2,0.5,20.477571,-98.186882
1422,A1,1,163,20.489534,-98.201917
1423,A1,1,46,20.539714,-98.16475
1424,A1,1,2,20.510017,-98.23219
1425,A1,1,2,20.559213,-98.196038
1426,A1,1,5,20.454166,-98.227904
1427,A1,1,19,20.503024,-98.157547
1428,A1,1,2,20.479642,-98.198153
1429,A1,1,7,20.537821,-98.125811
1430,A1,1,1,20.471143,-98.212468
1431,A1,1,9,20.556197,-98.148811
1432,A1,1,3,20.561703,-98.172553
1433,A1,1,2,20.479534,-98.198791
1434,A1,1,18,20.512238,-98.199292
1435,A1,1,12,20.520284,-98.226342
1436,A1,1,4,20.457777,-98.167343
1437,A1,2,19,20.489343,-98.125686
1438,A1,1,5,20.539043,-98.123311
1439,A1,1,3,20.474838,-98.172658
1440,A1,1,3,20.510337,-98.194523
1441,A1,1,3,20.508889,-98.189631
1442,A1,1,4,20.551189,-98.163624
1443,A1,1,11,20.550029,-98.136126
1444,A1,1,14,20.471147,-98.168974
1445,A1,1,6,20.566538,-98.134858
1446,A1,1,2,20.47398,-98.181003
1447,A1,1,10,20.493852,-98.192519
1448,A1,1,1,20.561909,-98.135635
1449,A1,1,14,20.505724,-98.243537
1450,A1,1,2,20.471941,-98.170512
1451,A1,1,2,20.565595,-98.137815
1452,A1,1,12,20.50921,-98.263233
1453,A1,1,1,20.451307,-98.157179
1454,A1,1,2,20.455061,-98.163043
1455,A1,1,2,20.547351,-98.128215
1456,A1,1,2,20.44887,-98.159444
1457,A1,1,7,20.489147,-98.239452
1458,A1,1,105,20.471603,-98.156205
1459,A1,1,2,20.507245,-98.229465
1460,A1,1,3,20.49127,-98.183534
1461,A1,1,93,20.494781,-98.1887
1462,A1,1,4,20.493265,-98.196026
1463,A1,1,1,20.53598,-98.158809
1464,A1,1,11,20.527192,-98.136827
1465,A1,1,32,20.476666,-98.154963
1466,A1,1,2,20.565784,-98.149386
1467,A1,1,17,20.490952,-98.213641
1468,A1,1,15,20.459068,-98.141777
1469,A1,1,2,20.4995,-98.1794
1470,A1,1,18,20.501273,-98.248493
1471,A1,1,3,20.560402,-98.133297
1472,A1,1,13,20.482587,-98.27845
1473,A1,1,2,20.489448,-98.184202
1474,A1,1,7,20.551951,-98.13447
1475,A1,1,2,20.447994,-98.163014
1476,A1,1,1,20.510588,-98.218888
1477,A1,1,2,20.461174,-98.154851
1478,A1,1,2,20.455892,-98.175025
1479,A1,1,1,20.558837,-98.138005
1480,A1,1,3,20.541158,-98.138583
1481,A1,1,11,20.481538,-98.237118
1482,A1,1,25,20.532431,-98.177908
1483,A1,1,33,20.491592,-98.209378
1484,A1,1,15,20.4773,-98.1471
1485,A1,1,0,20.476883,-98.180294
1486,A1,1,10,20.559385,-98.145726
1487,A1,1,8,20.488899,-98.209127
1488,A1,1,15,20.538821,-98.13432
1489,A1,1,10,20.498586,-98.200091
1490,A1,1,2,20.546788,-98.1367
1491,A1,1,2,20.484579,-98.126608
1492,A1,1,1,20.545226,-98.148945
1493,A1,1,15,20.518406,-98.238985
1494,A1,1,11,20.577572,-98.128583
1495,A1,1,63,20.491388,-98.27183
1496,A1,1,1,20.538359,-98.147258
1497,A1,1,12,20.463993,-98.188471
1498,A1,1,7,20.548129,-98.125218
1499,A1,1,3,20.497623,-98.187077
1500,A1,1,7,20.54889,-98.164538
1501,A1,1,81,20.482355,-98.212923
1502,A1,1,2,20.487572,-98.264819
1503,A1,1,1,20.47301,-98.1992
1504,A1,1,17,20.482613,-98.193027
1505,A1,1,6,20.494002,-98.180761
1506,A1,1,5,20.475896,-98.189987
1507,A1,1,2,20.513659,-98.222778
1508,A1,1,2,20.580203,-98.130871
1509,A1,1,47,20.460751,-98.220655
1510,A1,1,30,20.501049,-98.185556
1511,A1,1,3,20.501425,-98.200388
1512,A1,1,5,20.571218,-98.119982
1513,A1,1,4,20.532294,-98.163107
1514,A1,1,2,20.564741,-98.129936
1515,A1,1,1,20.527156,-98.14108
1516,A1,1,5,20.546095,-98.240625
1517,A1,1,13,20.475344,-98.239139
1518,A1,1,2,20.485968,-98.133188
1519,A1,1,3,20.541286,-98.187896
1520,A1,1,1,20.514077,-98.259399
1521,A1,1,2,20.513151,-98.229985
1522,A1,1,1,20.500442,-98.227114
1523,A1,1,2,20.505833,-98.231015
1524,A1,1,16,20.512338,-98.247377
1525,A1,1,1,20.534855,-98.244765
1526,A1,1,2,20.491486,-98.249534
1527,A1,1,0,20.533474,-98.17774
1528,A1,1,2,20.461848,-98.266693
1529,A1,1,1,20.50225,-98.18512
1530,A1,1,17,20.486447,-98.231674
1531,A1,1,42,20.472906,-98.151588
1532,A1,1,41,20.550991,-98.173817
1533,A1,1,2,20.483965,-98.246979
1534,A1,1,2,20.511056,-98.288391
1535,A1,1,1,20.471493,-98.186531
1536,A1,1,1,20.50725,-98.234565
1537,A1,1,1,20.482983,-98.256014
1538,A1,1,2,20.495561,-98.291227
1539,A1,1,9,20.451792,-98.148208
1540,A1,1,8,20.492279,-98.20741
1541,A1,2,9,20.525778,-98.19202
1542,A1,2,26,20.496274,-98.236599
1543,A1,1,1,20.570338,-98.172457
1544,A1,1,8,20.478102,-98.1304
1545,A1,1,2,20.489428,-98.148662
1546,A1,1,16,20.441476,-98.156265
1547,A1,1,2,20.486807,-98.190254
1548,A1,1,1,20.55395,-98.123183
1549,A1,1,16,20.459787,-98.224751
1550,A1,1,8,20.467174,-98.275021
1551,A1,1,5,20.455767,-98.160215
1552,A1,1,4,20.481079,-98.241892
1553,A1,1,5,20.502469,-98.130746
1554,A1,2,35.5,20.51524,-98.20358
1555,A1,1,6,20.44408,-98.265339
1556,A1,1,26,20.553799,-98.177086
1557,A1,1,2,20.479295,-98.188506
1558,A1,1,10,20.547163,-98.139225
1559,A1,2,1,20.539516,-98.173058
1560,A1,1,6,20.463295,-98.25049
1561,A1,1,43,20.504472,-98.144238
1562,A1,1,18,20.505762,-98.185041
1563,A1,1,7,20.525784,-98.127857
1564,A1,1,10,20.47624,-98.199277
1565,A1,1,2,20.569088,-98.17923
1566,A1,1,1,20.571949,-98.186192
1567,A1,1,15,20.497328,-98.262974
1568,A1,1,6,20.479411,-98.232767
1569,A1,1,3,20.468191,-98.190685
1570,A1,1,10,20.537447,-98.162618
1571,A1,1,4,20.467971,-98.144962
1572,A1,1,0,20.53062,-98.15094
1573,A1,1,4,20.560831,-98.139536
1574,A1,1,7,20.479292,-98.184215
1575,A1,1,8,20.563111,-98.159939
1576,A1,1,3,20.508215,-98.188287
1577,A1,1,4,20.536702,-98.147469
1578,A1,1,99,20.499067,-98.141896
1579,A1,1,3,20.50034,-98.182147
1580,A1,1,16,20.467885,-98.179737
1581,A1,1,0,20.458975,-98.260516
1582,A1,1,2,20.546773,-98.160296
1583,A1,1,4,20.544634,-98.158141
1584,A1,1,19,20.43707,-98.160847
1585,A1,1,3,20.46241,-98.187511
1586,A1,1,56,20.516004,-98.171745
1587,A1,1,12,20.531902,-98.166695
1588,A1,1,16,20.4982,-98.116796
1589,A1,1,7,20.496326,-98.206752
1590,A1,1,2,20.531853,-98.145439
1591,A1,1,40,20.47997,-98.1685
1592,A1,1,2,20.451395,-98.282849
1593,A1,1,56,20.469683,-98.189082
1594,A1,1,5,20.462834,-98.279379
1595,A1,1,1,20.464235,-98.215091
1596,A1,1,25,20.514589,-98.192592
1597,A1,1,2,20.471283,-98.153583
1598,A1,1,3,20.496125,-98.138171
1599,A1,1,10,20.5573,-98.144806
1600,A1,1,69,20.554687,-98.165049
1601,A1,1,1,20.488358,-98.1835
1602,A1,1,10,20.48263,-98.193127
1603,A1,1,2,20.499596,-98.230563
1604,A1,1,1,20.495311,-98.154635
1605,A1,1,3,20.555616,-98.138946
1606,A1,1,1,20.457138,-98.157419
1607,A1,1,1,20.560503,-98.154414
1608,A1,1,4,20.540496,-98.153538
1609,A1,1,164,20.491724,-98.189953
1610,A1,1,13,20.445997,-98.159201
1611,A1,1,12,20.489228,-98.189991
1612,A1,1,0,20.479685,-98.138172
1613,A1,1,10,20.559623,-98.174549
1614,A1,1,2,20.532651,-98.165618
1615,A1,1,1,20.536166,-98.148751
1616,A1,1,55,20.542055,-98.127896
1617,A1,1,16,20.466309,-98.161051
1618,A1,1,14,20.509099,-98.222326
1619,A1,1,2,20.5386,-98.141004
1620,A1,1,1,20.458339,-98.17569
1621,A1,1,2,20.552278,-98.132115
1622,A1,1,39,20.502739,-98.270743
1623,A1,1,7,20.492686,-98.140022
1624,A1,1,3,20.541659,-98.178633
1625,A1,1,7,20.455553,-98.185241
1626,A1,1,2,20.541945,-98.137456
1627,A1,1,3,20.489722,-98.185252
1628,A1,1,2,20.497871,-98.218018
1629,A1,1,3,20.502424,-98.220839
1630,A1,1,1,20.564593,-98.195732
1631,A1,1,4,20.487104,-98.234429
1632,A1,1,2,20.49233,-98.21726
1633,A1,1,2,20.511004,-98.221594
1634,A1,1,8,20.48287,-98.186457
1635,A1,1,1,20.460469,-98.192774
1636,A1,1,2,20.502896,-98.272897
1637,A1,1,6,20.484648,-98.182914
1638,A1,1,9,20.549163,-98.127391
1639,A1,1,3,20.571931,-98.132139
1640,A1,1,0,20.562105,-98.143696
1641,A1,1,3,20.536613,-98.14492
1642,A1,1,2,20.5535,-98.134488
1643,A1,1,1,20.562073,-98.134398
1644,A1,1,10,20.457609,-98.202822
1645,A1,1,18,20.4777,-98.203324
1646,A1,1,29,20.564679,-98.131604
1647,A1,1,10,20.4895,-98.2084
1648,A1,1,3,20.484156,-98.22003
1649,A1,1,1,20.564067,-98.14943
1650,A1,1,2,20.529776,-98.122835
1651,A1,1,1,20.4969,-98.2847
1652,A1,1,5,20.558209,-98.140999
1653,A1,1,12,20.4862,-98.2171
1654,A1,1,2,20.516931,-98.160869
1655,A1,1,12,20.485169,-98.277545
1656,A1,1,14,20.49733,-98.21226
1657,A1,1,91,20.492592,-98.22063
1658,A1,1,20,20.46282,-98.263398
1659,A1,1,26,20.49926,-98.203967
1660,A1,1,1,20.559048,-98.141773
1661,A1,1,81,20.499667,-98.219605
1662,A1,1,1,20.526273,-98.22008
1663,A1,1,2,20.525365,-98.144319
1664,A1,1,2,20.4737,-98.2835
1665,A1,1,1,20.542771,-98.140914
1666,A1,1,1,20.473437,-98.284476
1667,A1,1,1,20.4928,-98.1901
1668,A1,1,14,20.531926,-98.250194
1669,A1,1,1,20.516683,-98.161125
1670,A1,1,2,20.4641,-98.254
1671,A1,1,27,20.4606,-98.1492
1672,A1,1,2,20.574721,-98.141406
1673,A1,1,5,20.532825,-98.162123
1674,A1,2,3,20.488438,-98.158946
1675,A1,1,13,20.507022,-98.212397
1676,A1,1,6,20.530236,-98.150399
1677,A1,1,32,20.465659,-98.223085
1678,A1,1,34,20.55906,-98.139727
1679,A1,1,1,20.5072,-98.272704
1680,A1,1,3,20.48153,-98.207782
1681,A1,1,4,20.5461,-98.144
1682,A1,1,2,20.529007,-98.139768
1683,A1,1,14,20.450659,-98.285338
1684,A1,1,5,20.459081,-98.190779
1685,A1,1,20,20.477738,-98.211408
1686,A1,1,4,20.571115,-98.138197
1687,A1,1,7,20.487898,-98.178448
1688,A1,1,7,20.442567,-98.150298
1689,A1,1,8,20.558923,-98.130392
1690,A1,1,38,20.499574,-98.159693
1691,A1,1,4,20.529687,-98.169845
1692,A1,1,1,20.50018,-98.174711
1693,A1,1,2,20.449188,-98.285688
1694,A1,1,17,20.508846,-98.212367
1695,A1,1,2,20.542615,-98.130145
1696,A1,1,18,20.515629,-98.179818
1697,A1,1,50,20.504124,-98.19689
1698,A1,1,1,20.454495,-98.160386
1699,A1,1,5,20.472946,-98.159522
1700,A1,1,4,20.537999,-98.153131
1701,A1,1,7,20.458025,-98.26665
1702,A1,1,2,20.515538,-98.115343
1703,A1,1,2,20.499553,-98.271035
1704,A1,1,4,20.47065,-98.23964
1705,A1,1,1,20.470298,-98.174722
1706,A1,1,8,20.520855,-98.218313
1707,A1,1,1,20.522065,-98.16702
1708,A1,1,11,20.48486,-98.290074
1709,A1,1,1,20.541973,-98.147773
1710,A1,1,2,20.51519,-98.25747
1711,A1,1,9,20.445223,-98.170956
1712,A1,1,29,20.563935,-98.134834
1713,A1,1,4,20.498471,-98.168703
1714,A1,1,1,20.474351,-98.176423
1715,A1,1,1,20.518365,-98.228135
1716,A1,1,11,20.48478,-98.209414
1717,A1,1,2,20.544746,-98.139001
1718,A1,1,6,20.469733,-98.136236
1719,A1,1,4,20.458155,-98.27594
1720,A1,1,53,20.452835,-98.265065
1721,A1,1,10,20.505363,-98.205134
1722,A1,1,14,20.473729,-98.165108
1723,A1,1,2,20.4516,-98.1844
1724,A1,1,3,20.487798,-98.196297
1725,A1,1,2,20.493772,-98.202059
1726,A1,1,2,20.488047,-98.197218
1727,A1,1,4,20.480661,-98.251056
1728,A1,1,1,20.498964,-98.187563
1729,A1,1,6,20.546842,-98.164324
1730,A1,1,1,20.507493,-98.241016
1731,A1,1,2,20.468495,-98.272185
1732,A1,1,7,20.449705,-98.163302
1733,A1,1,4,20.492688,-98.283301
1734,A1,1,10,20.573837,-98.124029
1735,A1,1,27,20.520726,-98.192137
1736,A1,1,2,20.498664,-98.282816
1737,A1,1,54,20.483156,-98.15185
1738,A1,1,2,20.466807,-98.187945
1739,A1,1,2,20.490279,-98.278883
1740,A1,1,24,20.563304,-98.128011
1741,A1,1,1,20.494927,-98.180365
1742,A1,1,25,20.485716,-98.213539
1743,A1,1,3,20.516817,-98.214633
1744,A1,1,8,20.500908,-98.195662
1745,A1,1,7,20.51438,-98.200108
1746,A1,1,2,20.467168,-98.173776
1747,A1,1,20,20.494681,-98.151499
1748,A1,1,2,20.555192,-98.13493
1749,A1,1,11,20.509662,-98.272806
1750,A1,1,29,20.484597,-98.173026
1751,A1,1,1,20.482887,-98.217358
1752,A1,1,1,20.56417,-98.152257
1753,A1,1,2,20.558805,-98.122439
1754,A1,1,1,20.514707,-98.210934
1755,A1,1,9,20.508993,-98.186746
1756,A1,1,60,20.510488,-98.263037
1757,A1,1,2,20.524619,-98.189712
1758,A1,1,12,20.473354,-98.168099
1759,A1,1,11,20.491726,-98.266765
1760,A1,1,1,20.496667,-98.189407
1761,A1,1,1,20.440622,-98.168257
1762,A1,1,1,20.538588,-98.151731
1763,A1,1,7,20.511549,-98.20542
1764,A1,1,1,20.507965,-98.198339
1765,A1,1,4,20.532089,-98.164907
1766,A1,1,4,20.500921,-98.271252
1767,A1,1,2,20.497828,-98.27798
1768,A1,1,2,20.484415,-98.27
1769,A1,1,9,20.471597,-98.242216
1770,A1,1,11,20.456858,-98.169878
1771,A1,1,2,20.54012,-98.243628
1772,A1,1,2,20.532818,-98.159359
1773,A1,1,3,20.499445,-98.28773
1774,A1,1,95,20.483503,-98.16784
1775,A1,1,35,20.494706,-98.220021
1776,A1,1,2,20.481695,-98.28303
1777,A1,1,2,20.506957,-98.167291
1778,A1,1,4,20.530004,-98.250608
1779,A1,1,6,20.484765,-98.259885
1780,A1,1,1,20.479677,-98.177512
1781,A1,1,3,20.512611,-98.181347
1782,A1,1,1,20.47228,-98.258695
1783,A1,1,2,20.506009,-98.280013
1784,A1,1,15,20.503645,-98.271165
1785,A1,1,2,20.5554,-98.1375
1786,A1,1,11,20.488215,-98.157765
1787,A1,1,2,20.502187,-98.289371
1788,A1,1,2,20.471012,-98.179794
1789,A1,1,1,20.494705,-98.292615
1790,A1,1,2,20.523858,-98.240202
1791,A1,1,14,20.502348,-98.265033
1792,A1,1,8,20.510008,-98.278373
1793,A1,1,30,20.500507,-98.200104
1794,A1,1,5,20.496851,-98.240117
1795,A1,1,14,20.535492,-98.187227
1796,A1,1,5,20.487745,-98.251885
1797,A1,1,2,20.522231,-98.1704
1798,A1,1,11,20.521798,-98.182469
1799,A1,1,2,20.47478,-98.147094
1800,A1,1,2,20.547356,-98.14008
1801,A1,1,1,20.55594,-98.158611
1802,A1,1,10,20.50937,-98.270235
1803,A1,1,4,20.484207,-98.142568
1804,A1,1,3,20.503928,-98.199411
1805,A1,1,4,20.486935,-98.187478
1806,A1,1,36,20.548845,-98.16224
1807,A1,1,2,20.502945,-98.292845
1808,A1,1,151,20.530504,-98.144063
1809,A1,1,3,20.568191,-98.134477
1810,A1,1,2,20.450515,-98.156608
1811,A1,1,2,20.49802,-98.19669
1812,A1,1,2,20.487689,-98.286968
1813,A1,1,2,20.485844,-98.268216
1814,A1,1,5,20.515689,-98.235121
1815,A1,1,4,20.486212,-98.15889
1816,A1,1,3,20.566887,-98.184117
1817,A1,1,1,20.538066,-98.139535
1818,A1,1,2,20.485466,-98.277237
1819,A1,1,1,20.482833,-98.170319
1820,A1,1,2,20.470485,-98.146669
1821,A1,1,85,20.567025,-98.192069
1822,A1,1,118,20.526621,-98.216251
1823,A1,1,8,20.505839,-98.246196
1824,A1,2,33,20.517169,-98.203609
1825,A1,2,41,20.45516,-98.165149
1826,A1,1,2,20.499301,-98.189468
1827,A1,2,71,20.469273,-98.26399
1828,A1,2,1,20.537119,-98.227251
1829,A1,2,54,20.43809,-98.167207
1830,A1,1,95,20.545098,-98.144077
1831,A1,1,2,20.460081,-98.247575
1832,A1,1,62,20.449522,-98.15346
1833,A1,1,6,20.456449,-98.212405
1834,A1,1,78,20.497665,-98.235835
1835,A1,1,14,20.486147,-98.175935
1836,A1,1,6,20.493239,-98.189675
1837,A1,1,5,20.493912,-98.217141
1838,A1,1,0,20.501338,-98.186703
1839,A1,1,4,20.46254,-98.176826
1840,A1,1,7,20.508125,-98.124589
1841,A1,1,66,20.500141,-98.286326
1842,A1,1,2,20.475,-98.156
1843,A1,1,52,20.482626,-98.196598
1844,A1,1,18,20.520316,-98.170289
1845,A1,1,6,20.523044,-98.158983
1846,A1,2,73.5,20.496058,-98.206149
1847,A1,1,41,20.557498,-98.152375
1848,A1,1,1,20.542041,-98.158265
1849,A1,1,76,20.4806,-98.1633
1850,A1,1,1,20.551476,-98.158533
1851,A1,1,5,20.555311,-98.135125
1852,A1,1,4,20.4828,-98.16
1853,A1,1,5,20.5439,-98.1399
1854,A1,1,53,20.474249,-98.163121
1855,A1,1,1,20.510516,-98.115169
1856,A1,1,74,20.569849,-98.132262
1857,A1,1,25,20.534999,-98.145404
1858,A1,1,34,20.457822,-98.276506
1859,A1,1,5,20.469724,-98.250695
1860,A1,1,5,20.461519,-98.27183
1861,A1,1,11,20.5456,-98.1494
1862,A1,1,3,20.498278,-98.19349
1863,A1,1,8,20.464671,-98.249568
1864,A1,1,16,20.5492,-98.1592
1865,A1,1,2,20.471164,-98.253597
1866,A1,1,17,20.4565,-98.2859
1867,A1,1,10,20.537274,-98.149763
1868,A1,1,8,20.462694,-98.242209
1869,A1,1,9,20.546928,-98.150269
1870,A1,1,2,20.462141,-98.265209
1871,A1,1,2,20.511448,-98.117793
1872,A1,1,9,20.4755,-98.2854
1873,A1,1,12,20.466726,-98.260031
1874,A1,1,6,20.478,-98.1355
1875,A1,1,10,20.463271,-98.279667
1876,A1,1,2,20.461545,-98.274231
1877,A1,1,2,20.455609,-98.270594
1878,A1,1,28,20.467869,-98.265533
1879,A1,1,2,20.460633,-98.276106
1880,A1,1,2,20.459351,-98.270808
1881,A1,1,1,20.5548,-98.1499
1882,A1,1,33,20.472089,-98.230882
1883,A1,1,10,20.469521,-98.275525
1884,A1,1,1,20.5324,-98.1556
1885,A1,1,32,20.468128,-98.266642
1886,A1,1,7,20.459253,-98.274353
1887,A1,1,5,20.458482,-98.260567
1888,A1,1,4,20.443758,-98.162125
1889,A1,1,21,20.47355,-98.245474
1890,A1,1,131,20.473869,-98.249847
1891,A1,1,8,20.46584,-98.266311
1892,A1,1,6,20.490668,-98.134791
1893,A1,1,7,20.4869,-98.1403
1894,A1,1,54,20.482748,-98.239302
1895,A1,1,11,20.459,-98.2816
1896,A1,1,6,20.504744,-98.120181
1897,A1,1,7,20.510322,-98.118538
1898,A1,1,2,20.475169,-98.270149
1899,A1,1,3,20.456206,-98.265496
1900,A1,1,4,20.4752,-98.1592
1901,A1,1,2,20.465119,-98.243759
1902,A1,1,18,20.471914,-98.218814
1903,A1,1,1,20.465523,-98.242611
1904,A1,1,2,20.4629,-98.1595
1905,A1,2,35,20.483,-98.1278
1906,A1,1,10,20.4661,-98.2671
1907,A1,1,0,20.558666,-98.167413
1908,A1,1,2,20.46471,-98.244329
1909,A1,1,8,20.465926,-98.269165
1910,A1,1,14,20.4535,-98.2659
1911,A1,1,48,20.465836,-98.257933
1912,A1,1,92,20.462008,-98.242465
1913,A1,1,27,20.4635,-98.2687
1914,A1,1,20,20.456779,-98.260483
1915,A1,1,1,20.476409,-98.246523
1916,A1,1,17,20.537272,-98.177312
1917,A1,1,3,20.5081,-98.1579
1918,A1,1,5,20.4503,-98.2683
1919,A1,1,7,20.48718,-98.264155
1920,A1,1,2,20.5314,-98.152
1921,A1,1,2,20.452685,-98.257748
1922,A1,1,2,20.457077,-98.274661
1923,A1,1,2,20.45793,-98.247973
1924,A1,1,2,20.461024,-98.270254
1925,A1,1,4,20.455967,-98.263774
1926,A1,1,51,20.471,-98.2671
1927,A1,1,14,20.536597,-98.139572
1928,A1,1,1,20.455018,-98.251422
1929,A1,1,27,20.454923,-98.2668
1930,A1,1,32,20.472134,-98.272535
1931,A1,1,59,20.469161,-98.271095
1932,A1,1,9,20.473055,-98.228882
1933,A1,1,2,20.5476,-98.1594
1934,A1,1,2,20.520354,-98.150747
1935,A1,1,4,20.480845,-98.252634
1936,A1,1,19,20.482426,-98.270425
1937,A1,1,15,20.458346,-98.258565
1938,A1,1,14,20.454236,-98.201635
1939,A1,1,2,20.462149,-98.269931
1940,A1,1,67,20.470358,-98.241946
1941,A1,1,22,20.452081,-98.261439
1942,A1,1,1,20.4677,-98.2676
1943,A1,1,2,20.553669,-98.146361
1944,A1,1,7,20.481717,-98.255016
1945,A1,1,12,20.5457,-98.1535
1946,A1,1,10,20.475685,-98.248049
1947,A1,1,8,20.541673,-98.161176
1948,A1,1,11,20.5152,-98.1568
1949,A1,1,1,20.538453,-98.149812
1950,A1,1,34,20.460848,-98.270484
1951,A1,1,13,20.468229,-98.255846
1952,A1,1,2,20.460768,-98.253195
1953,A1,1,2,20.508851,-98.113254
1954,A1,1,1,20.461726,-98.268179
1955,A1,1,2,20.5112,-98.1154
1956,A1,1,4,20.440582,-98.157052
1957,A1,1,5,20.454482,-98.165223
1958,A1,1,3,20.5056,-98.1285
1959,A1,1,1,20.5474,-98.1531
1960,A1,1,16,20.462399,-98.266986
1961,A1,1,10,20.462968,-98.278997
1962,A1,1,2,20.45116,-98.268883
1963,A1,1,3,20.467044,-98.26079
1964,A1,1,2,20.459971,-98.231843
1965,A1,1,10,20.4634,-98.2879
1966,A1,1,47,20.454093,-98.277545
1967,A1,1,18,20.5073,-98.1538
1968,A1,1,1,20.465082,-98.224109
1969,A1,1,6,20.476959,-98.236292
1970,A1,1,67,20.4751,-98.2679
1971,A1,1,12,20.444175,-98.161282
1972,A1,1,27,20.460132,-98.273475
1973,A1,1,18,20.445568,-98.267679
1974,A1,1,5,20.437308,-98.157669
1975,A1,1,2,20.530781,-98.141194
1976,A1,1,2,20.465987,-98.252262
1977,A1,2,54,20.46286,-98.225653
1978,A1,1,2,20.446962,-98.283464
1979,A1,1,2,20.454307,-98.267452
1980,A1,1,5,20.4675,-98.146
1981,A1,1,4,20.457,-98.2872
1982,A1,1,18,20.474141,-98.256029
1983,A1,1,1,20.463761,-98.250437
1984,A1,1,1,20.559281,-98.152856
1985,A1,1,9,20.487783,-98.20768
1986,A1,1,2,20.443812,-98.284524
1987,A1,1,6,20.466712,-98.264071
1988,A1,1,1,20.4622,-98.2748
1989,A1,1,6,20.454564,-98.260457
1990,A1,1,21,20.45779,-98.268753
1991,A1,1,11,20.464113,-98.260072
1992,A1,1,12,20.536011,-98.146047
1993,A1,1,23,20.477703,-98.250513
1994,A1,1,16,20.463587,-98.247718
1995,A1,1,2,20.469382,-98.258815
1996,A1,1,2,20.4741,-98.2775
1997,A1,1,37,20.558778,-98.143884
1998,A1,1,1,20.4557,-98.2727
1999,A1,1,1,20.53771,-98.148209
2000,A1,1,9,20.46912,-98.28203
2001,A1,1,9,20.4598,-98.2802
2002,A1,1,4,20.531731,-98.151372
2003,A1,1,19,20.454921,-98.271987
2004,A1,1,1,20.461538,-98.264003
2005,A1,1,2,20.464437,-98.258263
2006,A1,1,0,20.504223,-98.153635
2007,A1,1,18,20.472162,-98.237946
2008,A1,1,0,20.473136,-98.133623
2009,A1,1,12,20.450448,-98.279824
2010,A1,1,1,20.4767,-98.1421
2011,A1,1,13,20.474439,-98.27291
2012,A1,1,1,20.46234,-98.266728
2013,A1,1,4,20.5219,-98.135
2014,A1,1,2,20.460343,-98.26595
2015,A1,1,4,20.5257,-98.1786
2016,A1,1,27,20.477791,-98.241275
2017,A1,1,3,20.465132,-98.257392
2018,A1,1,2,20.4656,-98.1294
2019,A1,1,10,20.4738,-98.1877
2020,A1,1,7,20.5351,-98.1372
2021,A1,1,2,20.452748,-98.281407
2022,A1,1,12,20.457355,-98.264225
2023,A1,1,12,20.463336,-98.276285
2024,A1,1,2,20.470992,-98.265734
2025,A1,2,12.5,20.470291,-98.237699
