Instance_number,Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon,Cluster
1785,0.49255,A1,0,0.062857,0.306904,-98.157765,cluster4
1786,0.492826,A1,0,0.011429,0.387542,-98.289371,cluster4
1787,0.493102,A1,0,0.011429,0.207619,-98.179794,cluster4
1788,0.493377,A1,0,0.005714,0.344361,-98.292615,cluster4
1789,0.493653,A1,0,0.011429,0.512613,-98.240202,cluster5
1790,0.493929,A1,0,0.08,0.388471,-98.265033,cluster4
1791,0.494205,A1,0,0.045714,0.43268,-98.278373,cluster4
1792,0.494481,A1,0,0.171429,0.377846,-98.200104,cluster4
1793,0.494757,A1,0,0.028571,0.356746,-98.240117,cluster4
1794,0.495033,A1,0,0.08,0.579757,-98.187227,cluster5
1795,0.495309,A1,0,0.028571,0.304192,-98.251885,cluster4
1796,0.495585,A1,0,0.011429,0.503223,-98.1704,cluster4
1797,0.495861,A1,0,0.062857,0.500724,-98.182469,cluster4
1798,0.496137,A1,0,0.011429,0.229366,-98.147094,cluster4
1799,0.496413,A1,0,0.011429,0.648229,-98.14008,cluster1
1800,0.496689,A1,0,0.005714,0.697771,-98.158611,cluster1
1801,0.496965,A1,0,0.057143,0.428998,-98.270235,cluster4
1802,0.497241,A1,0,0.022857,0.283773,-98.142568,cluster4
1803,0.497517,A1,0,0.017143,0.39759,-98.199411,cluster4
1804,0.497792,A1,0,0.022857,0.299517,-98.187478,cluster4
1805,0.498068,A1,0,0.205714,0.656823,-98.16224,cluster1
1806,0.498344,A1,0,0.011429,0.391917,-98.292845,cluster4
1807,0.49862,A1,0,0.862857,0.55097,-98.144063,cluster5
1808,0.498896,A1,0,0.017143,0.768476,-98.134477,cluster1
1809,0.499172,A1,0,0.011429,0.089324,-98.156608,cluster4
1810,0.499448,A1,0,0.011429,0.363493,-98.19669,cluster4
1811,0.499724,A1,0,0.011429,0.303869,-98.286968,cluster4
1812,0.5,A1,0,0.011429,0.29322,-98.268216,cluster4
1813,0.500276,A1,0,0.028571,0.465467,-98.235121,cluster4
1814,0.500552,A1,0,0.022857,0.295344,-98.15889,cluster4
1815,0.500828,A1,0,0.017143,0.76095,-98.184117,cluster1
1816,0.501104,A1,0,0.005714,0.594613,-98.139535,cluster5
1817,0.50138,A1,0,0.011429,0.291039,-98.277237,cluster4
1818,0.501656,A1,0,0.005714,0.275843,-98.170319,cluster4
1819,0.501932,A1,0,0.011429,0.204578,-98.146669,cluster4
1820,0.502208,A1,0,0.485714,0.761746,-98.192069,cluster1
1821,0.502483,A1,0,0.674286,0.52856,-98.216251,cluster5
1822,0.502759,A1,0,0.045714,0.408619,-98.246196,cluster4
1823,0.503035,A1,0.5,0.188571,0.474009,-98.203609,cluster4
1824,0.503311,A1,0.5,0.234286,0.116132,-98.165149,cluster4
1825,0.503587,A1,0,0.011429,0.370886,-98.189468,cluster4
1826,0.503863,A1,0.5,0.405714,0.197583,-98.26399,cluster4
1827,0.504139,A1,0.5,0.005714,0.589148,-98.227251,cluster5
1828,0.504415,A1,0.5,0.308571,0.017614,-98.167207,cluster4
1829,0.504691,A1,0,0.542857,0.635197,-98.144077,cluster1
1830,0.504967,A1,0,0.011429,0.144532,-98.247575,cluster4
1831,0.505243,A1,0,0.354286,0.083593,-98.15346,cluster4
1832,0.505519,A1,0,0.034286,0.123571,-98.212405,cluster4
1833,0.505795,A1,0,0.445714,0.361444,-98.235835,cluster4
1834,0.506071,A1,0,0.08,0.294969,-98.175935,cluster4
1835,0.506347,A1,0,0.034286,0.3359,-98.189675,cluster4
1836,0.506623,A1,0,0.028571,0.339784,-98.217141,cluster4
1837,0.506898,A1,0,0,0.382642,-98.186703,cluster4
1838,0.507174,A1,0,0.022857,0.158724,-98.176826,cluster4
1839,0.50745,A1,0,0.04,0.421812,-98.124589,cluster4
1840,0.507726,A1,0,0.377143,0.375734,-98.286326,cluster4
1841,0.508002,A1,0,0.011429,0.230636,-98.156,cluster4
1842,0.508278,A1,0,0.297143,0.274648,-98.196598,cluster4
1843,0.508554,A1,0,0.102857,0.492171,-98.170289,cluster4
1844,0.50883,A1,0,0.034286,0.507915,-98.158983,cluster4
1845,0.509106,A1,0.5,0.42,0.352169,-98.206149,cluster4
1846,0.509382,A1,0,0.234286,0.706762,-98.152375,cluster1
1847,0.509658,A1,0,0.005714,0.617554,-98.158265,cluster1
1848,0.509934,A1,0,0.434286,0.262955,-98.1633,cluster4
1849,0.51021,A1,0,0.005714,0.672007,-98.158533,cluster1
1850,0.510486,A1,0,0.028571,0.69414,-98.135125,cluster1
1851,0.510762,A1,0,0.022857,0.275652,-98.16,cluster4
1852,0.511038,A1,0,0.028571,0.628283,-98.1399,cluster1
1853,0.511313,A1,0,0.302857,0.226301,-98.163121,cluster4
1854,0.511589,A1,0,0.005714,0.435612,-98.115169,cluster4
1855,0.511865,A1,0,0.422857,0.778045,-98.132262,cluster1
1856,0.512141,A1,0,0.142857,0.576912,-98.145404,cluster5
1857,0.512417,A1,0,0.194286,0.131495,-98.276506,cluster4
1858,0.512693,A1,0,0.028571,0.200186,-98.250695,cluster4
1859,0.512969,A1,0,0.028571,0.152832,-98.27183,cluster4
1860,0.513245,A1,0,0.062857,0.638095,-98.1494,cluster1
1861,0.513521,A1,0,0.017143,0.364982,-98.19349,cluster4
1862,0.513797,A1,0,0.045714,0.171023,-98.249568,cluster4
1863,0.514073,A1,0,0.091429,0.658871,-98.1592,cluster1
1864,0.514349,A1,0,0.011429,0.208497,-98.253597,cluster4
1865,0.514625,A1,0,0.097143,0.123865,-98.2859,cluster4
1866,0.514901,A1,0,0.057143,0.590042,-98.149763,cluster5
1867,0.515177,A1,0,0.045714,0.159613,-98.242209,cluster4
1868,0.515453,A1,0,0.051429,0.645759,-98.150269,cluster1
1869,0.515728,A1,0,0.011429,0.156422,-98.265209,cluster4
1870,0.516004,A1,0,0.011429,0.440991,-98.117793,cluster4
1871,0.51628,A1,0,0.051429,0.233521,-98.2854,cluster4
1872,0.516556,A1,0,0.068571,0.182883,-98.260031,cluster4
1873,0.516832,A1,0,0.034286,0.24795,-98.1355,cluster4
1874,0.517108,A1,0,0.057143,0.162943,-98.279667,cluster4
1875,0.517384,A1,0,0.011429,0.152982,-98.274231,cluster4
1876,0.51766,A1,0,0.011429,0.118723,-98.270594,cluster4
1877,0.517936,A1,0,0.16,0.18948,-98.265533,cluster4
1878,0.518212,A1,0,0.011429,0.147718,-98.276106,cluster4
1879,0.518488,A1,0,0.011429,0.140319,-98.270808,cluster4
1880,0.518764,A1,0,0.005714,0.691191,-98.1499,cluster1
1881,0.51904,A1,0,0.188571,0.213835,-98.230882,cluster4
1882,0.519316,A1,0,0.057143,0.199014,-98.275525,cluster4
1883,0.519592,A1,0,0.005714,0.561912,-98.1556,cluster1
1884,0.519868,A1,0,0.182857,0.190975,-98.266642,cluster4
1885,0.520143,A1,0,0.04,0.139754,-98.274353,cluster4
1886,0.520419,A1,0,0.028571,0.135304,-98.260567,cluster4
1887,0.520695,A1,0,0.022857,0.050326,-98.162125,cluster4
1888,0.520971,A1,0,0.12,0.222267,-98.245474,cluster4
1889,0.521247,A1,0,0.748571,0.224108,-98.249847,cluster4
1890,0.521523,A1,0,0.045714,0.17777,-98.266311,cluster4
1891,0.521799,A1,0,0.034286,0.321061,-98.134791,cluster4
1892,0.522075,A1,0,0.04,0.299315,-98.1403,cluster4
1893,0.522351,A1,0,0.308571,0.275352,-98.239302,cluster4
1894,0.522627,A1,0,0.062857,0.138294,-98.2816,cluster4
1895,0.522903,A1,0,0.034286,0.402299,-98.120181,cluster4
1896,0.523179,A1,0,0.04,0.434492,-98.118538,cluster4
1897,0.523455,A1,0,0.011429,0.231611,-98.270149,cluster4
1898,0.523731,A1,0,0.017143,0.122168,-98.265496,cluster4
1899,0.524007,A1,0,0.022857,0.23179,-98.1592,cluster4
1900,0.524283,A1,0,0.011429,0.173609,-98.243759,cluster4
1901,0.524558,A1,0,0.102857,0.212825,-98.218814,cluster4
1902,0.524834,A1,0,0.005714,0.17594,-98.242611,cluster4
1903,0.52511,A1,0,0.011429,0.160802,-98.1595,cluster4
1904,0.525386,A1,0.5,0.2,0.276807,-98.1278,cluster4
1905,0.525662,A1,0,0.057143,0.17927,-98.2671,cluster4
1906,0.525938,A1,0,0,0.713503,-98.167413,cluster1
1907,0.526214,A1,0,0.011429,0.171248,-98.244329,cluster4
1908,0.52649,A1,0,0.045714,0.178266,-98.269165,cluster4
1909,0.526766,A1,0,0.08,0.106551,-98.2659,cluster4
1910,0.527042,A1,0,0.274286,0.177747,-98.257933,cluster4
1911,0.527318,A1,0,0.525714,0.155654,-98.242465,cluster4
1912,0.527594,A1,0,0.154286,0.164265,-98.2687,cluster4
1913,0.52787,A1,0,0.114286,0.125475,-98.260483,cluster4
1914,0.528146,A1,0,0.005714,0.238767,-98.246523,cluster4
1915,0.528422,A1,0,0.097143,0.590031,-98.177312,cluster1
1916,0.528698,A1,0,0.017143,0.421668,-98.1579,cluster4
1917,0.528974,A1,0,0.028571,0.088083,-98.2683,cluster4
1918,0.529249,A1,0,0.04,0.300931,-98.264155,cluster4
1919,0.529525,A1,0,0.011429,0.556141,-98.152,cluster1
1920,0.529801,A1,0,0.011429,0.101847,-98.257748,cluster4
1921,0.530077,A1,0,0.011429,0.127195,-98.274661,cluster4
1922,0.530353,A1,0,0.011429,0.132118,-98.247973,cluster4
1923,0.530629,A1,0,0.011429,0.149975,-98.270254,cluster4
1924,0.530905,A1,0,0.022857,0.120789,-98.263774,cluster4
1925,0.531181,A1,0,0.291429,0.20755,-98.2671,cluster4
1926,0.531457,A1,0,0.08,0.586135,-98.139572,cluster1
1927,0.531733,A1,0,0.005714,0.115312,-98.251422,cluster4
1928,0.532009,A1,0,0.154286,0.114764,-98.2668,cluster4
1929,0.532285,A1,0,0.182857,0.214095,-98.272535,cluster4
1930,0.532561,A1,0,0.337143,0.196937,-98.271095,cluster4
1931,0.532837,A1,0,0.051429,0.21941,-98.228882,cluster4
1932,0.533113,A1,0,0.011429,0.649637,-98.1594,cluster1
1933,0.533389,A1,0,0.011429,0.49239,-98.150747,cluster4
1934,0.533664,A1,0,0.022857,0.264369,-98.252634,cluster4
1935,0.53394,A1,0,0.108571,0.273494,-98.270425,cluster4
1936,0.534216,A1,0,0.085714,0.134519,-98.258565,cluster4
1937,0.534492,A1,0,0.08,0.110799,-98.201635,cluster4
1938,0.534768,A1,0,0.011429,0.156468,-98.269931,cluster4
1939,0.535044,A1,0,0.382857,0.203845,-98.241946,cluster4
1940,0.53532,A1,0,0.125714,0.098362,-98.261439,cluster4
1941,0.535596,A1,0,0.005714,0.188505,-98.2676,cluster4
1942,0.535872,A1,0,0.011429,0.684664,-98.146361,cluster1
1943,0.536148,A1,0,0.04,0.269402,-98.255016,cluster4
1944,0.536424,A1,0,0.068571,0.638672,-98.1535,cluster1
1945,0.5367,A1,0,0.057143,0.234589,-98.248049,cluster4
1946,0.536976,A1,0,0.045714,0.61543,-98.161176,cluster1
1947,0.537252,A1,0,0.062857,0.462645,-98.1568,cluster4
1948,0.537528,A1,0,0.005714,0.596847,-98.149812,cluster1
1949,0.537804,A1,0,0.194286,0.148959,-98.270484,cluster4
1950,0.538079,A1,0,0.074286,0.191558,-98.255846,cluster4
1951,0.538355,A1,0,0.011429,0.148497,-98.253195,cluster4
1952,0.538631,A1,0,0.011429,0.426002,-98.113254,cluster4
1953,0.538907,A1,0,0.005714,0.154026,-98.268179,cluster4
1954,0.539183,A1,0,0.011429,0.439559,-98.1154,cluster4
1955,0.539459,A1,0,0.022857,0.031996,-98.157052,cluster4
1956,0.539735,A1,0,0.028571,0.112219,-98.165223,cluster4
1957,0.540011,A1,0,0.017143,0.40724,-98.1285,cluster4
1958,0.540287,A1,0,0.005714,0.648483,-98.1531,cluster1
1959,0.540563,A1,0,0.091429,0.157911,-98.266986,cluster4
1960,0.540839,A1,0,0.057143,0.161194,-98.278997,cluster4
1961,0.541115,A1,0,0.011429,0.093046,-98.268883,cluster4
1962,0.541391,A1,0,0.017143,0.184719,-98.26079,cluster4
1963,0.541667,A1,0,0.011429,0.143898,-98.231843,cluster4
1964,0.541943,A1,0,0.057143,0.163688,-98.2879,cluster4
1965,0.542219,A1,0,0.268571,0.109974,-98.277545,cluster4
1966,0.542494,A1,0,0.102857,0.417051,-98.1538,cluster4
1967,0.54277,A1,0,0.005714,0.173395,-98.224109,cluster4
1968,0.543046,A1,0,0.034286,0.241942,-98.236292,cluster4
1969,0.543322,A1,0,0.382857,0.231213,-98.2679,cluster4
1970,0.543598,A1,0,0.068571,0.052733,-98.161282,cluster4
1971,0.543874,A1,0,0.154286,0.144827,-98.273475,cluster4
1972,0.54415,A1,0,0.102857,0.060773,-98.267679,cluster4
1973,0.544426,A1,0,0.028571,0.013101,-98.157669,cluster4
1974,0.544702,A1,0,0.011429,0.552569,-98.141194,cluster1
1975,0.544978,A1,0,0.011429,0.178618,-98.252262,cluster4
1976,0.545254,A1,0.5,0.308571,0.160571,-98.225653,cluster4
1977,0.54553,A1,0,0.011429,0.068818,-98.283464,cluster4
1978,0.545806,A1,0,0.011429,0.111209,-98.267452,cluster4
1979,0.546082,A1,0,0.028571,0.18735,-98.146,cluster4
1980,0.546358,A1,0,0.022857,0.126751,-98.2872,cluster4
1981,0.546634,A1,0,0.102857,0.225678,-98.256029,cluster4
1982,0.546909,A1,0,0.005714,0.165771,-98.250437,cluster4
1983,0.547185,A1,0,0.005714,0.717053,-98.152856,cluster1
1984,0.547461,A1,0,0.051429,0.304411,-98.20768,cluster4
1985,0.547737,A1,0,0.011429,0.050638,-98.284524,cluster4
1986,0.548013,A1,0,0.034286,0.182802,-98.264071,cluster4
1987,0.548289,A1,0,0.005714,0.156762,-98.2748,cluster4
1988,0.548565,A1,0,0.034286,0.112692,-98.260457,cluster4
1989,0.548841,A1,0,0.12,0.13131,-98.268753,cluster4
1990,0.549117,A1,0,0.062857,0.167803,-98.260072,cluster4
1991,0.549393,A1,0,0.068571,0.582753,-98.146047,cluster1
1992,0.549669,A1,0,0.131429,0.246236,-98.250513,cluster4
1993,0.549945,A1,0,0.091429,0.164767,-98.247718,cluster4
1994,0.550221,A1,0,0.011429,0.198212,-98.258815,cluster4
1995,0.550497,A1,0,0.011429,0.225441,-98.2775,cluster4
1996,0.550773,A1,0,0.211429,0.71415,-98.143884,cluster1
1997,0.551049,A1,0,0.005714,0.119248,-98.2727,cluster4
1998,0.551325,A1,0,0.005714,0.592558,-98.148209,cluster1
1999,0.5516,A1,0,0.051429,0.1967,-98.28203,cluster4
2000,0.551876,A1,0,0.051429,0.142911,-98.2802,cluster4
2001,0.552152,A1,0,0.022857,0.558051,-98.151372,cluster1
2002,0.552428,A1,0,0.108571,0.114752,-98.271987,cluster4
2003,0.552704,A1,0,0.005714,0.152941,-98.264003,cluster4
2004,0.55298,A1,0,0.011429,0.169673,-98.258263,cluster4
2005,0.553256,A1,0,0,0.399292,-98.153635,cluster4
2006,0.553532,A1,0,0.102857,0.214256,-98.237946,cluster4
2007,0.553808,A1,0,0,0.219878,-98.133623,cluster4
2008,0.554084,A1,0,0.068571,0.088937,-98.279824,cluster4
2009,0.55436,A1,0,0.005714,0.240447,-98.1421,cluster4
2010,0.554636,A1,0,0.074286,0.227398,-98.27291,cluster4
2011,0.554912,A1,0,0.005714,0.15757,-98.266728,cluster4
2012,0.555188,A1,0,0.022857,0.501313,-98.135,cluster1
2013,0.555464,A1,0,0.011429,0.146045,-98.26595,cluster4
2014,0.55574,A1,0,0.022857,0.523244,-98.1786,cluster1
2015,0.556015,A1,0,0.154286,0.246744,-98.241275,cluster4
2016,0.556291,A1,0,0.017143,0.173684,-98.257392,cluster4
2017,0.556567,A1,0,0.011429,0.176385,-98.1294,cluster4
2018,0.556843,A1,0,0.057143,0.22371,-98.1877,cluster4
2019,0.557119,A1,0,0.04,0.577495,-98.1372,cluster1
2020,0.557395,A1,0,0.011429,0.102211,-98.281407,cluster4
2021,0.557671,A1,0,0.068571,0.1288,-98.264225,cluster4
2022,0.557947,A1,0,0.068571,0.163318,-98.276285,cluster4
2023,0.558223,A1,0,0.011429,0.207504,-98.265734,cluster4
2024,0.558499,A1,0.5,0.071429,0.203458,-98.237699,cluster4
2025,0.558775,A1,0,0.045714,0.820793,-98.131224,cluster1
2026,0.559051,A1,0,0.005714,0.076234,-98.290851,cluster4
2027,0.559327,A1,0,0.171429,0.121072,-98.261032,cluster4
2028,0.559603,A1,0,0.017143,0.537367,-98.146081,cluster1
2029,0.559879,A1,0,0.12,0.505884,-98.133975,cluster1
2030,0.560155,A1,0,0.125714,0.228846,-98.243727,cluster4
2031,0.56043,A1,0,0.022857,0.675608,-98.1398,cluster1
2032,0.560706,A1,0,0.005714,0.513433,-98.1393,cluster1
2033,0.560982,A1,0,0.011429,0.081855,-98.263535,cluster4
2034,0.561258,A1,0,0.011429,0.451489,-98.143152,cluster4
2035,0.561534,A1,0,0.04,0.080499,-98.272111,cluster4
2036,0.56181,A1,0,0.011429,0.781403,-98.132411,cluster1
2037,0.562086,A1,0,0.057143,0.241226,-98.256549,cluster4
2038,0.562362,A1,0,0.12,0.092123,-98.2673,cluster4
2039,0.562638,A1,0,0.131429,0.12237,-98.275927,cluster4
2040,0.562914,A1,0,0.08,0.152024,-98.224366,cluster4
2041,0.56319,A1,0,0.102857,0.273344,-98.1539,cluster4
2042,0.563466,A1,0,0.017143,0.375618,-98.272336,cluster4
2043,0.563742,A1,0,0.011429,0.23149,-98.140678,cluster4
2044,0.564018,A1,0,0.308571,0.152924,-98.276828,cluster4
2045,0.564294,A1,0,0.045714,0.128367,-98.261631,cluster4
2046,0.56457,A1,0,0.011429,0.129469,-98.279937,cluster4
2047,0.564845,A1,0,0.011429,0.245393,-98.235459,cluster4
2048,0.565121,A1,0,0.011429,0.11971,-98.245593,cluster4
2049,0.565397,A1,0,0.022857,0.414165,-98.1247,cluster4
2050,0.565673,A1,0,0.091429,0.213391,-98.257676,cluster4
2051,0.565949,A1,0,0.12,0.169482,-98.254614,cluster4
2052,0.566225,A1,0,0.011429,0.067086,-98.281225,cluster4
2053,0.566501,A1,0,0.028571,0.185977,-98.194809,cluster4
2054,0.566777,A1,0,0.022857,0.699375,-98.134056,cluster1
2055,0.567053,A1,0,0.097143,0.254298,-98.2767,cluster4
2056,0.567329,A1,0,0.005714,0.460913,-98.1391,cluster4
2057,0.567605,A1,0,0,0.445071,-98.240807,cluster4
2058,0.567881,A1,0.5,0.022857,0.503044,-98.1293,cluster1
2059,0.568157,A1,0,0.228571,0.425131,-98.1242,cluster4
2060,0.568433,A1,0,0.028571,0.645638,-98.141923,cluster1
2061,0.568709,A1,0,0.057143,0.459067,-98.174119,cluster4
2062,0.568985,A1,0,0.011429,0.099279,-98.27987,cluster4
2063,0.56926,A1,0,0.017143,0.182156,-98.2835,cluster4
2064,0.569536,A1,0,0.011429,0.139448,-98.1706,cluster4
2065,0.569812,A1,0,0.005714,0.012351,-98.154614,cluster4
2066,0.570088,A1,0,0.022857,0.15944,-98.259986,cluster4
2067,0.570364,A1,0,0.811429,0.117476,-98.279314,cluster4
2068,0.57064,A1,0,0.182857,0.170613,-98.2713,cluster4
2069,0.570916,A1,0,0.028571,0.05406,-98.270174,cluster4
2070,0.571192,A1,0,0.291429,0.115081,-98.27221,cluster4
2071,0.571468,A1,0,0.022857,0.660314,-98.171884,cluster1
2072,0.571744,A1,0,0.022857,0.460336,-98.1262,cluster1
2073,0.57202,A1,0,0.028571,0.163688,-98.266,cluster4
2074,0.572296,A1,0,0.045714,0.097063,-98.268691,cluster4
2075,0.572572,A1,0,0.057143,0.21941,-98.235882,cluster4
2076,0.572848,A1,0,0.074286,0.239293,-98.2798,cluster4
2077,0.573124,A1,0,0.034286,0.500736,-98.1356,cluster1
2078,0.5734,A1,0,0.325714,0.132678,-98.2768,cluster4
2079,0.573675,A1,0,0.662857,0.495663,-98.143466,cluster1
2080,0.573951,A1,0,0.011429,0.119606,-98.278998,cluster4
2081,0.574227,A1,0,0.017143,0.087292,-98.170991,cluster4
2082,0.574503,A1,0,0.045714,0.449948,-98.1479,cluster4
2083,0.574779,A1,0,0.028571,0.136562,-98.2613,cluster4
2084,0.575055,A1,0,0.005714,0.739838,-98.19376,cluster1
2085,0.575331,A1,0,0.017143,0.212167,-98.22,cluster4
2086,0.575607,A1,0,0.017143,0.025244,-98.158815,cluster4
2087,0.575883,A1,0,0.005714,0.51401,-98.1405,cluster1
2088,0.576159,A1,0,0.011429,0.17908,-98.249762,cluster4
2089,0.576435,A1,0,0.005714,0.16292,-98.269166,cluster4
2090,0.576711,A1,0,0.137143,0.382827,-98.179248,cluster4
2091,0.576987,A1,0,0.022857,0.736364,-98.119021,cluster1
2092,0.577263,A1,0,0.137143,0.357606,-98.1987,cluster4
2093,0.577539,A1,0,0.011429,0.674206,-98.132927,cluster1
2094,0.577815,A1,0,0.097143,0.10007,-98.27744,cluster4
2095,0.578091,A1,0,0.011429,0.106545,-98.270585,cluster4
2096,0.578366,A1,0,0.131429,0.628376,-98.157781,cluster1
2097,0.578642,A1,0,0.022857,0.471879,-98.1559,cluster1
2098,0.578918,A1,0,0.068571,0.080505,-98.257161,cluster4
2099,0.579194,A1,0,0.005714,0.078958,-98.274922,cluster4
2100,0.57947,A1,0,0.074286,0.779851,-98.13466,cluster1
2101,0.579746,A1,0,0.017143,0.462928,-98.185295,cluster1
2102,0.580022,A1,0,0.011429,0.188557,-98.278675,cluster4
2103,0.580298,A1,0,0.005714,0.205242,-98.1772,cluster4
2104,0.580574,A1,0,0.011429,0.084874,-98.283433,cluster4
2105,0.58085,A1,0,0.142857,0.204814,-98.2578,cluster4
2106,0.581126,A1,0,0.074286,0.37088,-98.1651,cluster4
2107,0.581402,A1,0,0.022857,0.331057,-98.1854,cluster4
2108,0.581678,A1,0,0.08,0.35674,-98.158267,cluster4
2109,0.581954,A1,0,0.188571,0.166343,-98.216989,cluster4
2110,0.58223,A1,0,0.114286,0.198362,-98.227741,cluster4
2111,0.582506,A1,0,0.022857,0.476323,-98.133161,cluster1
2112,0.582781,A1,0,0.022857,0.441868,-98.1551,cluster4
2113,0.583057,A1,0,0.028571,0.169644,-98.158547,cluster4
2114,0.583333,A1,0,0.04,0.294756,-98.156149,cluster4
2115,0.583609,A1,0,0.057143,0.33433,-98.198354,cluster4
2116,0.583885,A1,0,0.022857,0.565952,-98.1363,cluster1
2117,0.584161,A1,0,0.028571,0.337054,-98.240296,cluster4
2118,0.584437,A1,0,0.085714,0.233308,-98.173864,cluster4
2119,0.584713,A1,0,0.034286,0.262955,-98.1726,cluster4
2120,0.584989,A1,0,0.028571,0.115306,-98.199117,cluster4
2121,0.585265,A1,0,0.377143,0.385066,-98.121098,cluster4
2122,0.585541,A1,0,0.011429,0.253386,-98.234292,cluster4
2123,0.585817,A1,0,0.005714,0.496523,-98.137407,cluster1
2124,0.586093,A1,0,0.12,0.260751,-98.229824,cluster4
2125,0.586369,A1,0,0.205714,0.265795,-98.154916,cluster4
2126,0.586645,A1,0,0.057143,0.44768,-98.202429,cluster4
2127,0.586921,A1,0,0.034286,0.303355,-98.1802,cluster4
2128,0.587196,A1,0,0.125714,0.537673,-98.1455,cluster1
2129,0.587472,A1,0,0.022857,0.130514,-98.163682,cluster4
2130,0.587748,A1,0,0.017143,0.159648,-98.1538,cluster4
2131,0.588024,A1,0,0.08,0.257761,-98.1693,cluster4
2132,0.5883,A1,0,0.011429,0.077359,-98.289488,cluster4
2133,0.588576,A1,0,0.057143,0.438486,-98.194619,cluster4
2134,0.588852,A1,0,0.114286,0.486134,-98.167256,cluster1
2135,0.589128,A1,0.5,0.06,0.557526,-98.17369,cluster1
2136,0.589404,A1,0,0.005714,0.381268,-98.1691,cluster4
2137,0.58968,A1,0,0.08,0.282076,-98.169554,cluster4
2138,0.589956,A1,0,0.028571,0.451443,-98.131114,cluster1
2139,0.590232,A1,0,0.005714,0.223704,-98.184599,cluster4
2140,0.590508,A1,0,0.268571,0.844133,-98.1317,cluster1
2141,0.590784,A1,0,0.017143,0.369726,-98.1854,cluster4
2142,0.59106,A1,0.5,0.202857,0.135506,-98.264959,cluster4
2143,0.591336,A1,0,0,0.341296,-98.112038,cluster4
2144,0.591611,A1,0,0.194286,0.207844,-98.14468,cluster4
2145,0.591887,A1,0,0.085714,0.162077,-98.270857,cluster4
2146,0.592163,A1,0,0.005714,0.369726,-98.1592,cluster4
2147,0.592439,A1,0,0.211429,0.314321,-98.2024,cluster4
2148,0.592715,A1,0,0.011429,0.142951,-98.264172,cluster4
2149,0.592991,A1,0,0.005714,0.340869,-98.1686,cluster4
2150,0.593267,A1,0,0.011429,0.160825,-98.279007,cluster4
2151,0.593543,A1,0,0.011429,0.607379,-98.17404,cluster1
2152,0.593819,A1,0,0.017143,0.247546,-98.13862,cluster4
2153,0.594095,A1,0,0.828571,0.214245,-98.17303,cluster4
2154,0.594371,A1,0,0.022857,0.306708,-98.239878,cluster4
2155,0.594647,A1,0,0.011429,0.415262,-98.234579,cluster4
2156,0.594923,A1,0,0.04,0.231882,-98.160963,cluster4
2157,0.595199,A1,0,0.062857,0.680803,-98.1196,cluster1
2158,0.595475,A1,0,0.028571,0.28753,-98.181577,cluster4
2159,0.595751,A1,0,0.057143,0.273921,-98.1568,cluster4
2160,0.596026,A1,0,0.091429,0.394785,-98.119851,cluster4
2161,0.596302,A1,0,0.045714,0.251164,-98.200005,cluster4
2162,0.596578,A1,0,0.017143,0.056028,-98.16421,cluster4
2163,0.596854,A1,0,0.011429,0.190236,-98.1467,cluster4
2164,0.59713,A1,0,0.011429,0.165292,-98.200931,cluster4
2165,0.597406,A1,0,0.022857,0.471285,-98.127416,cluster1
2166,0.597682,A1,0,0.148571,0.092983,-98.269047,cluster4
2167,0.597958,A1,0,0.011429,0.161529,-98.284349,cluster4
2168,0.598234,A1,0,0.005714,0.126162,-98.269155,cluster4
2169,0.59851,A1,0,0.011429,0.058175,-98.154007,cluster4
2170,0.598786,A1,0,0.017143,0.659604,-98.149442,cluster1
2171,0.599062,A1,0,0.011429,0.78815,-98.1186,cluster1
2172,0.599338,A1,0,0.011429,0.586729,-98.1473,cluster1
2173,0.599614,A1,0,0.542857,0.031373,-98.282559,cluster4
2174,0.59989,A1,0,0.005714,0.140948,-98.282852,cluster4
2175,0.600166,A1,0,0.011429,0.535728,-98.233871,cluster1
2176,0.600442,A1,0,0.017143,0.373189,-98.2018,cluster4
2177,0.600717,A1,0,0.04,0.465859,-98.13949,cluster1
2178,0.600993,A1,0,0.011429,0.229481,-98.1745,cluster4
2179,0.601269,A1,0,0.017143,0.639497,-98.131018,cluster1
2180,0.601545,A1,0,0.005714,0.566991,-98.22897,cluster1
2181,0.601821,A1,0,0.005714,0.13277,-98.283344,cluster4
2182,0.602097,A1,0,0.005714,0.503171,-98.128405,cluster1
2183,0.602373,A1,0,0.12,0.636363,-98.1354,cluster1
2184,0.602649,A1,0,0.091429,0.305467,-98.178689,cluster4
2185,0.602925,A1,0,0.068571,0.216074,-98.167306,cluster4
2186,0.603201,A1,0,0.011429,0.293116,-98.155618,cluster4
2187,0.603477,A1,0,0.011429,0.302201,-98.1692,cluster4
2188,0.603753,A1,0,0.011429,0.558028,-98.234529,cluster1
2189,0.604029,A1,0,0.017143,0.449371,-98.1287,cluster1
2190,0.604305,A1,0,0.028571,0.309034,-98.203832,cluster4
2191,0.604581,A1,0,0.028571,0.434365,-98.1935,cluster1
2192,0.604857,A1,0,0.011429,0.344332,-98.1643,cluster4
2193,0.605132,A1,0,0.08,0.503016,-98.156282,cluster1
2194,0.605408,A1,0,0.017143,0.213321,-98.1704,cluster4
2195,0.605684,A1,0,0.074286,0.297584,-98.1694,cluster4
